transaction_id,transaction_date,transaction_time,account_id,account_name,account_type,account_owner,description,category,subcategory,amount,transaction_type,balance_after,is_recurring,recurring_frequency,notes
TXN-16BFBF52986F,2024-07-15,07:21:49,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,189980.08,True,Monthly,
TXN-3C0CC10ECE1D,2024-07-15,13:03:13,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-73.72,Expense,166621.06,True,Monthly,
TXN-0A0CA5210EE7,2024-07-15,15:25:05,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5749.36,True,Monthly,
TXN-D4AD4E254177,2024-07-15,20:17:02,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,190405.08,True,Monthly,
TXN-0CA58BEE4284,2024-07-16,11:54:45,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-17.11,Expense,-736.09,False,,
TXN-392B76EE187B,2024-07-16,12:41:05,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-17.09,Expense,-753.18,False,,
TXN-789F82583186,2024-07-16,13:35:33,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-9.02,Expense,-776.22,False,,
TXN-0D9274684C45,2024-07-18,07:17:24,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-18.89,Expense,-772.07,False,,
TXN-F8FEEAE1CE2C,2024-07-18,10:39:45,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Rite Aid,Healthcare,Pharmacy,-50.22,Expense,146614.28,False,,
TXN-950178E1D117,2024-07-18,13:09:19,ACC-USER1-CHK,User1 Checking,Checking,User1,Five Guys,Dining,Restaurants,-62.47,Expense,-718.98,False,,
TXN-05379E07AC53,2024-07-18,21:09:34,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,189078.11,True,Monthly,
TXN-B0A364C38DAC,2024-07-19,20:06:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll Deposit - ACME Corp,Salary,User1,4297.04,Income,71402.58,True,Biweekly,
TXN-2C3F23B7EF2A,2024-07-20,09:40:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,189795.08,True,Monthly,
TXN-E34C2792A718,2024-07-20,11:40:20,ACC-USER1-CHK,User1 Checking,Checking,User1,Chevron,Transportation,Gas,-60.73,Expense,-3614.76,False,,
TXN-109DA1246577,2024-07-20,12:14:56,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5804.35,True,Monthly,
TXN-10A85F6A260A,2024-07-20,12:41:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Red Robin,Dining,Restaurants,-49.43,Expense,149915.19,False,,
TXN-0AB459497AD7,2024-07-20,19:19:38,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Safeway,Groceries,Supermarket,-242.25,Expense,156749.01,False,,
TXN-C8A62E71F50B,2024-07-21,12:37:41,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,407.02,Transfer,-978.81,True,Biweekly,
TXN-45B9E7463D7F,2024-07-21,13:41:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-407.02,Transfer,131865.21,True,Biweekly,
TXN-EE24717556E2,2024-07-21,18:42:35,ACC-USER2-CHK,User2 Checking,Checking,User2,DoorDash,Dining,Delivery,-53.41,Expense,-829.63,False,,
TXN-086B949BDBF5,2024-07-22,08:33:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-439.82,Transfer,131425.38,True,Biweekly,
TXN-092C5EF59BEE,2024-07-22,13:58:14,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,439.82,Transfer,-1455.41,True,Biweekly,
TXN-477B91F95853,2024-07-23,18:48:30,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Outback Steakhouse,Dining,Restaurants,-27.09,Expense,149888.1,False,,
TXN-AA45DDAD9130,2024-07-24,11:16:23,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-14.4,Expense,-844.03,False,,
TXN-FA817EC8991F,2024-07-24,20:14:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Grubhub,Dining,Delivery,-45.51,Expense,-903.95,False,,
TXN-59439E40A67D,2024-07-25,11:58:00,ACC-USER1-CHK,User1 Checking,Checking,User1,Outback Steakhouse,Dining,Restaurants,-32.18,Expense,-804.25,False,,
TXN-E0C5DB97CFF0,2024-07-25,15:45:27,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,189125.08,True,Monthly,
TXN-D0147E763508,2024-07-26,10:03:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll - ABC Company Inc,Salary,User2,3875.74,Income,175267.53,True,Biweekly,
TXN-7417E164A4D9,2024-07-26,19:53:20,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-14.41,Expense,-858.44,False,,
TXN-168461C3F4D9,2024-07-27,15:20:49,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-15.24,Expense,-819.49,False,,
TXN-C75C55377CCE,2024-07-28,11:12:02,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,48.47,Interest,14735.95,True,Monthly,
TXN-7B295B447704,2024-07-28,19:38:32,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.67,Interest,10540.29,True,Monthly,
TXN-C07C30FA2DDD,2024-07-28,21:41:19,ACC-USER2-CHK,User2 Checking,Checking,User2,Mobil,Transportation,Gas,-69.55,Expense,-3910.28,False,,
TXN-B285406C8021,2024-07-28,21:51:33,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,104.34,Interest,31723.24,True,Monthly,
TXN-61717EEA8964,2024-07-29,14:44:19,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Publix,Groceries,Supermarket,-192.91,Expense,156556.1,False,,
TXN-2BFACB60F797,2024-07-29,16:46:26,ACC-USER2-CHK,User2 Checking,Checking,User2,Panera Bread,Dining,Restaurants,-49.57,Expense,-953.52,False,,
TXN-E97A29826A82,2024-07-30,21:03:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,BP,Transportation,Gas,-59.31,Expense,147933.5,False,,
TXN-099FF7CDD92D,2024-07-31,13:36:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Applebee's,Dining,Restaurants,-69.21,Expense,149818.89,False,,
TXN-FCAA987CF869,2024-08-01,07:53:23,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,186878.11,True,Monthly,
TXN-A389FCF1EAF4,2024-08-01,09:08:46,ACC-USER2-CHK,User2 Checking,Checking,User2,Panda Express,Dining,Fast Food,-17.98,Expense,-988.41,False,,
TXN-35AA03E51C36,2024-08-01,10:48:39,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-5058.49,True,Monthly,
TXN-6EDFCF4C4794,2024-08-01,16:35:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,186728.11,True,Monthly,
TXN-F71AD44AEB1F,2024-08-01,17:06:22,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,185453.11,True,Monthly,
TXN-A4C57369C492,2024-08-01,18:41:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-16.91,Expense,-970.43,False,,
TXN-E7E1AD3156D8,2024-08-02,14:10:14,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,29000.0,True,Monthly,
TXN-0E65747D8179,2024-08-02,15:02:53,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-17.79,Expense,-837.28,False,,
TXN-BF1A3F10AE84,2024-08-02,15:56:08,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,130925.38,True,Monthly,
TXN-83CD9C8916E9,2024-08-02,20:23:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ACME Corporation,Salary,User1,4155.59,Income,75558.17,True,Biweekly,
TXN-A1C523029F9D,2024-08-03,09:30:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Habitat for Humanity,Charity,Donations,-58.41,Expense,121172.62,False,,
TXN-D6C89ECC6275,2024-08-04,09:53:40,ACC-USER1-CHK,User1 Checking,Checking,User1,DoorDash,Dining,Delivery,-33.25,Expense,-870.53,False,,
TXN-3E1CC0B6B0E6,2024-08-04,16:02:56,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-193.09,Expense,156363.01,False,,
TXN-95FD46201C85,2024-08-05,07:08:36,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-589.98,True,Monthly,
TXN-242A38EEE9D5,2024-08-05,10:42:21,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-5010.5,True,Monthly,
TXN-B0CE549A6A95,2024-08-05,13:08:02,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,186603.11,True,Monthly,
TXN-03C4F018B677,2024-08-05,14:03:40,ACC-USER2-CHK,User2 Checking,Checking,User2,Instacart,Dining,Delivery,-46.73,Expense,-1200.46,False,,
TXN-0F2D1A24DB60,2024-08-05,14:23:03,ACC-USER2-CHK,User2 Checking,Checking,User2,Applebee's,Dining,Restaurants,-79.5,Expense,-1067.91,False,,
TXN-B424F7BF9C0F,2024-08-05,16:10:08,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,13600.0,True,Monthly,
TXN-F515B987A89E,2024-08-05,17:32:02,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-998.11,True,Monthly,
TXN-4E1985618B7F,2024-08-05,19:36:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-72.89,Expense,166379.33,True,Monthly,
TXN-22929C5F5CA8,2024-08-05,21:36:09,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9700.0,True,Monthly,
TXN-8065C7BAED1C,2024-08-07,09:11:10,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,357.71,Transfer,-821.1,True,Biweekly,
TXN-D620415285E1,2024-08-07,17:17:13,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-357.71,Transfer,130567.67,True,Biweekly,
TXN-C01708157438,2024-08-08,15:30:35,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5819.3,True,Monthly,
TXN-BBAFC91794A9,2024-08-08,17:14:26,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,386.22,Transfer,-1219.18,True,Biweekly,
TXN-CE3EBDC20FB0,2024-08-08,18:52:07,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-386.22,Transfer,130181.45,True,Biweekly,
TXN-EE612FDB07D6,2024-08-08,20:26:39,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,185087.12,True,Monthly,
TXN-B19A7DF54196,2024-08-09,08:46:31,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3875.6,Income,179143.13,True,Biweekly,
TXN-1CA914CD4B31,2024-08-09,08:58:06,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-10.33,Expense,-880.86,False,,
TXN-71C3BF1E98F5,2024-08-09,14:01:00,ACC-USER2-CHK,User2 Checking,Checking,User2,Cheesecake Factory,Dining,Restaurants,-29.8,Expense,-1097.71,False,,
TXN-845B0F29A96A,2024-08-09,15:18:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-19.86,Expense,-1117.57,False,,
TXN-C3CAA4AAE49D,2024-08-09,20:22:17,ACC-USER2-CHK,User2 Checking,Checking,User2,Chick-fil-A,Dining,Fast Food,-17.11,Expense,-1134.68,False,,
TXN-4F4815A0D838,2024-08-10,11:23:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,186523.11,True,Monthly,
TXN-249BC4E8AECC,2024-08-10,12:23:18,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-5013.49,True,Monthly,
TXN-96090D4BED92,2024-08-10,17:54:41,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-16.4,Expense,-897.26,False,,
TXN-3CF62F7DF164,2024-08-11,09:46:01,ACC-USER2-CHK,User2 Checking,Checking,User2,Circle K,Transportation,Gas,-53.58,Expense,-3963.86,False,,
TXN-44A090537640,2024-08-11,10:43:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Publix,Groceries,Supermarket,-246.64,Expense,156116.37,False,,
TXN-817F2F5C995C,2024-08-11,14:36:15,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-19.05,Expense,-1153.73,False,,
TXN-1CFEB725D024,2024-08-12,18:09:59,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,185070.13,True,Monthly,
TXN-75AEB9F29305,2024-08-12,18:41:11,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Rite Aid,Healthcare,Pharmacy,-54.03,Expense,146560.25,False,,
TXN-F1CD87829362,2024-08-13,07:06:27,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-13.99,Expense,-1253.03,False,,
TXN-63206768C12B,2024-08-13,09:36:15,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-8.85,Expense,-1227.16,False,,
TXN-E1624457C5FD,2024-08-15,07:57:22,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,185958.11,True,Monthly,
TXN-EE288A722F23,2024-08-15,20:48:41,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5832.29,True,Monthly,
TXN-221B7EEC0ACF,2024-08-15,21:50:55,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,186383.11,True,Monthly,
TXN-30D5BA564013,2024-08-16,07:13:37,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-17.85,Expense,-1218.31,False,,
TXN-308AD6711764,2024-08-16,10:13:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Olive Garden,Dining,Restaurants,-30.79,Expense,149788.1,False,,
TXN-AE4C79A48526,2024-08-16,13:48:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-11.88,Expense,-1239.04,False,,
TXN-CB413FC2DD8F,2024-08-16,17:17:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll Deposit - ACME Corp,Salary,User1,4174.04,Income,79732.21,True,Biweekly,
TXN-D3F698126463,2024-08-16,17:59:17,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-16.75,Expense,-989.46,False,,
TXN-E3715D92A889,2024-08-17,17:24:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Best Buy,Shopping,Electronics,-118.07,Expense,147259.77,False,,
TXN-C2E75BD44532,2024-08-17,17:50:21,ACC-USER1-CHK,User1 Checking,Checking,User1,Applebee's,Dining,Restaurants,-75.45,Expense,-972.71,False,,
TXN-D9170DE7F56A,2024-08-17,21:26:25,ACC-USER1-CHK,User1 Checking,Checking,User1,Valero,Transportation,Gas,-40.1,Expense,-3654.86,False,,
TXN-353EAFF07654,2024-08-18,10:14:12,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Vehicle Inspection,Transportation,Maintenance,-35,Expense,120999.69,False,,
TXN-C0ABA3FF0C4D,2024-08-18,16:25:49,ACC-USER2-CHK,User2 Checking,Checking,User2,DoorDash,Dining,Delivery,-48.08,Expense,-1301.11,False,,
TXN-5CEC53973D18,2024-08-18,19:37:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-168.84,Expense,166452.22,True,Monthly,
TXN-C841A0C75463,2024-08-18,21:15:55,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,185056.14,True,Monthly,
TXN-6A45CECBA482,2024-08-19,14:14:22,ACC-USER1-CHK,User1 Checking,Checking,User1,Panera Bread,Dining,Restaurants,-36.9,Expense,-1026.36,False,,
TXN-11C23EC36EFA,2024-08-19,17:52:17,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Whole Foods,Groceries,Supermarket,-120.06,Expense,155996.31,False,,
TXN-2848AC44C826,2024-08-19,18:04:05,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Cheesecake Factory,Dining,Restaurants,-63.75,Expense,149724.35,False,,
TXN-F5DAE605E670,2024-08-20,07:07:42,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5887.28,True,Monthly,
TXN-8F5F65224E09,2024-08-20,10:43:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,185773.11,True,Monthly,
TXN-959CB1C7CB71,2024-08-20,12:19:48,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-89.82,Expense,166289.51,True,Monthly,
TXN-FB643033A89A,2024-08-20,18:24:20,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-11.46,Expense,-1037.82,False,,
TXN-FE06FE5D713C,2024-08-21,13:28:35,ACC-USER1-CHK,User1 Checking,Checking,User1,McDonald's,Dining,Fast Food,-18.41,Expense,-1056.23,False,,
TXN-A775640254E3,2024-08-21,14:23:48,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-18.9,Expense,-1376.26,False,,
TXN-541BC383D41E,2024-08-21,17:30:30,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,431.12,Transfer,-389.98,True,Biweekly,
TXN-E39A3E4FB185,2024-08-21,18:07:30,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-431.12,Transfer,129750.34,True,Biweekly,
TXN-7B12C9F76780,2024-08-22,09:41:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-371.07,Transfer,129379.27,True,Biweekly,
TXN-DD8D5F863311,2024-08-22,13:01:15,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,371.07,Transfer,-848.11,True,Biweekly,
TXN-20FC822008CD,2024-08-22,20:12:21,ACC-USER2-CHK,User2 Checking,Checking,User2,Shell,Transportation,Gas,-56.68,Expense,-4020.54,False,,
TXN-997071D70283,2024-08-23,12:35:05,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-18.76,Expense,-1074.99,False,,
TXN-B5FD5C1C9A25,2024-08-23,16:42:24,ACC-USER2-CHK,User2 Checking,Checking,User2,Red Robin,Dining,Restaurants,-56.25,Expense,-1357.36,False,,
TXN-0FA51D4552B9,2024-08-23,19:08:08,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ABC Company,Salary,User2,3863.2,Income,183006.33,True,Biweekly,
TXN-59CDF1EBC3A1,2024-08-23,20:31:05,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-312.82,Expense,155500.96,False,,
TXN-42EDD0460B0F,2024-08-24,14:58:17,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-182.53,Expense,155813.78,False,,
TXN-49C86BA9CC46,2024-08-24,17:24:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Uber Eats,Dining,Delivery,-39.98,Expense,149684.37,False,,
TXN-58F3A69604D1,2024-08-25,13:49:05,ACC-USER1-CHK,User1 Checking,Checking,User1,Instacart,Dining,Delivery,-59.57,Expense,-1134.56,False,,
TXN-4AEE7B124EF6,2024-08-25,19:35:56,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,185103.11,True,Monthly,
TXN-24CD6FD8761E,2024-08-28,07:23:15,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.78,Interest,10575.07,True,Monthly,
TXN-B9FC1E05EED5,2024-08-28,08:10:27,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Panera Bread,Dining,Restaurants,-65.24,Expense,149619.13,False,,
TXN-062A75F983F9,2024-08-28,12:16:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Red Robin,Dining,Restaurants,-63.51,Expense,149555.62,False,,
TXN-C8DD4C4A86EE,2024-08-28,15:44:14,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,104.69,Interest,31827.93,True,Monthly,
TXN-CD759D2AAC90,2024-08-28,16:10:43,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,48.63,Interest,14784.58,True,Monthly,
TXN-3AC0B2501021,2024-08-28,20:39:24,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-8.61,Expense,-1384.87,False,,
TXN-7F1C92F15290,2024-08-29,12:07:59,ACC-USER1-CHK,User1 Checking,Checking,User1,Grubhub,Dining,Delivery,-31.42,Expense,-1195.24,False,,
TXN-430A58290841,2024-08-29,16:50:15,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-16.5,Expense,-1416.09,False,,
TXN-57A7F4B19927,2024-08-30,08:38:40,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ACME Corporation,Salary,User1,4287.33,Income,84019.54,True,Biweekly,
TXN-07C2E92D8678,2024-08-30,09:43:49,ACC-USER2-CHK,User2 Checking,Checking,User2,Uber Eats,Dining,Delivery,-39.27,Expense,-1455.36,False,,
TXN-5D13BA359602,2024-08-31,14:06:08,ACC-USER1-CHK,User1 Checking,Checking,User1,Panda Express,Dining,Fast Food,-12.87,Expense,-1147.43,False,,
TXN-AE46F991268B,2024-08-31,14:20:11,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-16.39,Expense,-1163.82,False,,
TXN-8EBC4B707C27,2024-08-31,19:30:58,ACC-USER2-CHK,User2 Checking,Checking,User2,Exxon,Transportation,Gas,-52.55,Expense,-4073.09,False,,
TXN-A670FF7FE19D,2024-08-31,20:10:04,ACC-USER2-CHK,User2 Checking,Checking,User2,Walmart,Shopping,Household Items,-114.05,Expense,-4964.99,False,,
TXN-A7F4BA37E378,2024-09-01,09:50:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,181431.14,True,Monthly,
TXN-B107EA210E3E,2024-09-01,09:51:51,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,182856.14,True,Monthly,
TXN-BCFD9EE408AE,2024-09-01,09:56:26,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,182706.14,True,Monthly,
TXN-507AA81F2EFB,2024-09-01,12:42:06,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Supermarket,-196.91,Expense,155304.05,False,,
TXN-A4FEBB002AE6,2024-09-01,20:52:55,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-14.72,Expense,-1399.59,False,,
TXN-7F0905C8C85D,2024-09-01,21:39:15,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-5123.48,True,Monthly,
TXN-67DEB14992F6,2024-09-02,07:10:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,128879.27,True,Monthly,
TXN-FFCFE055DB6D,2024-09-02,15:47:33,ACC-JOINT-CHK,Joint Checking,Checking,Joint,DoorDash,Dining,Delivery,-56.55,Expense,149470.93,False,,
TXN-C62C49C1E44E,2024-09-02,21:11:33,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,29500.0,True,Monthly,
TXN-92CC65FC6CD2,2024-09-03,19:21:50,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-13.24,Expense,-1496.69,False,,
TXN-51C6FEFEE559,2024-09-04,18:27:50,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-16.97,Expense,-1247.17,False,,
TXN-176239D3CB23,2024-09-05,07:11:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,182581.14,True,Monthly,
TXN-B14C2F23A9A9,2024-09-05,09:46:43,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,13800.0,True,Monthly,
TXN-98E42E6D3F19,2024-09-05,12:28:15,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-5075.49,True,Monthly,
TXN-0F13A63F6E43,2024-09-05,12:59:29,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-315.23,True,Monthly,
TXN-58C91190000A,2024-09-05,16:25:34,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-14.61,Expense,-1469.97,False,,
TXN-551BD293AFCF,2024-09-05,16:37:04,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9850.0,True,Monthly,
TXN-B82817CDE2A7,2024-09-05,17:32:16,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,105.12,True,Monthly,
